Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
34224524,09/01/2016 12:11:00 AM,09/01/2016 12:00:00 PM,DSNY,A - Manhattan,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10065,,,,,EAST 61 STREET,1 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,09/01/2016 12:00:00 PM,08 MANHATTAN,MANHATTAN,995035,216480,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76085747543163,-73.96106887544212,"(40.76085747543163, -73.96106887544212)"
34217709,09/01/2016 12:11:24 AM,09/02/2016 04:54:51 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10466,4069 BARNES AVENUE,BARNES AVENUE,EAST 228 STREET,EAST 229 STREET,,,ADDRESS,BRONX,,Precinct,Closed,09/01/2016 08:11:24 AM,The Police Department reviewed your complaint and provided additional information below.,09/02/2016 04:54:51 PM,12 BRONX,BRONX,1023994,263312,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8893150523013,-73.85625691673303,"(40.8893150523013, -73.85625691673303)"
34218143,09/01/2016 12:11:41 AM,09/01/2016 02:11:56 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11355,142-12 41 AVENUE,41 AVENUE,UNION STREET,BOWNE STREET,,,ADDRESS,FLUSHING,,Precinct,Closed,09/01/2016 08:11:41 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2016 02:11:56 AM,07 QUEENS,QUEENS,1032597,216015,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.759455560769595,-73.8254831111012,"(40.759455560769595, -73.8254831111012)"
34222231,09/01/2016 12:13:00 AM,09/01/2016 12:00:00 PM,DSNY,Brooklyn South 10,Derelict Vehicles,14 Derelict Vehicles,Street,11209,9321 RIDGE BOULEVARD,RIDGE BOULEVARD,93 STREET,94 STREET,,,ADDRESS,BROOKLYN,,N/A,Pending,,The Department of Sanitation removed the items.,09/01/2016 12:13:00 AM,10 BROOKLYN,BROOKLYN,974316,164824,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.619074690688336,-74.03578305984678,"(40.619074690688336, -74.03578305984678)"
34217303,09/01/2016 12:13:16 AM,09/01/2016 02:56:50 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10003,BOWERY,BOWERY,,,,,LATLONG,NEW YORK,,Precinct,Closed,09/01/2016 08:13:16 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2016 02:56:50 AM,03 MANHATTAN,MANHATTAN,986426,203499,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72523418153373,-73.99214938889838,"(40.72523418153373, -73.99214938889838)"
34213421,09/01/2016 12:13:22 AM,09/01/2016 04:19:55 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,135 EASTERN PARKWAY,EASTERN PARKWAY,UNDERHILL AVENUE,BEND,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/01/2016 08:13:22 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2016 04:19:55 AM,08 BROOKLYN,BROOKLYN,994156,184165,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67216158783738,-73.96428939702098,"(40.67216158783738, -73.96428939702098)"
34215972,09/01/2016 12:13:30 AM,09/01/2016 05:56:13 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11411,118-28 219 STREET,219 STREET,118 AVENUE,119 AVENUE,,,ADDRESS,CAMBRIA HEIGHTS,,Precinct,Closed,09/01/2016 08:13:30 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,09/01/2016 05:56:13 AM,13 QUEENS,QUEENS,1055754,191946,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.693235345638115,-73.74215004653367,"(40.693235345638115, -73.74215004653367)"
34222268,09/01/2016 12:14:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10001,401 WEST   31 STREET,WEST   31 STREET,9 AVE,LINCOLN TUNNEL APPROACH,,,ADDRESS,NEW YORK,,N/A,Open,,,,04 MANHATTAN,MANHATTAN,984824,213090,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75155934859421,-73.99792829432809,"(40.75155934859421, -73.99792829432809)"
34221144,09/01/2016 12:14:00 AM,09/02/2016 12:14:00 AM,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10012,2 WASHINGTON SQUARE VILLAGE,WASHINGTON SQUARE VILLAGE,MERCER ST,W BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,09/02/2016 12:14:00 AM,02 MANHATTAN,MANHATTAN,985366,204639,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72836340128487,-73.99597348649338,"(40.72836340128487, -73.99597348649338)"
34213744,09/01/2016 12:14:12 AM,09/01/2016 05:56:09 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11433,92-06 173 STREET,173 STREET,JAMAICA AVENUE,93 AVENUE,,,ADDRESS,JAMAICA,,Precinct,Closed,09/01/2016 08:14:12 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2016 05:56:09 AM,12 QUEENS,QUEENS,1043415,197121,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70753055918456,-73.78659995072763,"(40.70753055918456, -73.78659995072763)"
34224352,09/01/2016 12:15:00 AM,09/01/2016 12:00:00 PM,DSNY,Bronx 04,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10456,1420 GRAND CONCOURSE,GRAND CONCOURSE,EAST 170 STREET,EAST 171 STREET,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,09/01/2016 12:00:00 PM,04 BRONX,BRONX,1008199,245050,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83924842108658,-73.9134482849396,"(40.83924842108658, -73.9134482849396)"
34223699,09/01/2016 12:15:00 AM,,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Chimney or vent (AS1)",,10009,,,,,A AVENUE,EAST 5 STREET,INTERSECTION,NEW YORK,,N/A,Open,,,,03 MANHATTAN,MANHATTAN,988573,203364,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72486285062061,-73.98440349134948,"(40.72486285062061, -73.98440349134948)"
34213166,09/01/2016 12:15:00 AM,09/01/2016 04:50:32 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11221,646 KOSCIUSKO STREET,KOSCIUSKO STREET,BROADWAY,BUSHWICK AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/01/2016 08:15:00 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,09/01/2016 04:50:32 AM,04 BROOKLYN,BROOKLYN,1004273,192099,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6939215015067,-73.9277945865984,"(40.6939215015067, -73.9277945865984)"
34212338,09/01/2016 12:15:50 AM,09/01/2016 06:08:20 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11434,114-46 158 STREET,158 STREET,MEYER AVENUE,115 ROAD,,,ADDRESS,JAMAICA,,Precinct,Closed,09/01/2016 08:15:50 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2016 06:08:20 AM,12 QUEENS,QUEENS,1042873,189735,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68726137504832,-73.7886191483978,"(40.68726137504832, -73.7886191483978)"
34210938,09/01/2016 12:15:55 AM,09/01/2016 11:23:34 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10454,282 BROOK AVENUE,BROOK AVENUE,EAST 139 STREET,EAST 140 STREET,,,ADDRESS,BRONX,,Precinct,Closed,09/01/2016 08:15:55 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2016 11:23:34 PM,01 BRONX,BRONX,1006781,233878,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80858819601399,-73.91861044996179,"(40.80858819601399, -73.91861044996179)"
34216167,09/01/2016 12:16:00 AM,09/02/2016 11:20:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,677 204 ST W,204 ST W,BROADWAY,COOPER ST,,,ADDRESS,,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,09/02/2016 11:20:00 PM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34216756,09/01/2016 12:16:47 AM,09/02/2016 11:34:16 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Overcharge,,11417,135-45 CROSS BAY BOULEVARD,CROSS BAY BOULEVARD,REDDING STREET,PITKIN AVENUE,,,ADDRESS,OZONE PARK,,N/A,Closed,09/05/2016 12:16:47 AM,"Unfortunately, the behavior that you complained about does not violate any law or rule. As a result, no city agency has the jurisdiction to act on the matter.",09/02/2016 11:34:16 AM,10 QUEENS,QUEENS,1027732,184438,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.672809669126686,-73.84324810086851,"(40.672809669126686, -73.84324810086851)"
34213978,09/01/2016 12:17:06 AM,09/01/2016 02:28:50 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11236,1370 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,FARRAGUT ROAD,SMITHS LANE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/01/2016 08:17:06 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2016 02:28:50 AM,18 BROOKLYN,BROOKLYN,1010983,174768,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.646334085527656,-73.90366624505096,"(40.646334085527656, -73.90366624505096)"
34216504,09/01/2016 12:17:42 AM,09/01/2016 06:08:23 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11434,114-38 158 STREET,158 STREET,MEYER AVENUE,115 ROAD,,,ADDRESS,JAMAICA,,Precinct,Closed,09/01/2016 08:17:42 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2016 06:08:23 AM,12 QUEENS,QUEENS,1042844,189758,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6873246966227,-73.78872351519618,"(40.6873246966227, -73.78872351519618)"
34213839,09/01/2016 12:17:52 AM,09/01/2016 06:09:43 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,842 WASHINGTON AVENUE,WASHINGTON AVENUE,ST JOHNS PLACE,LINCOLN PLACE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/01/2016 08:17:52 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2016 06:09:43 AM,08 BROOKLYN,BROOKLYN,994556,184471,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67300103249724,-73.96284695060235,"(40.67300103249724, -73.96284695060235)"
34217179,09/01/2016 12:18:13 AM,09/01/2016 05:10:02 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218,1163 40 STREET,40 STREET,FT HAMILTON PARKWAY,12 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/01/2016 08:18:13 AM,The Police Department issued a summons in response to the complaint.,09/01/2016 05:10:02 AM,12 BROOKLYN,BROOKLYN,987044,173146,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64192195131148,-73.9899323435359,"(40.64192195131148, -73.9899323435359)"
34216324,09/01/2016 12:18:28 AM,,ACS,ACS,Forms,Community Outreach,,,,,,,,,,,,,Email Sent,09/15/2016 12:18:34 AM,,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,1-1-1299426407,,,,,,
34211957,09/01/2016 12:19:32 AM,09/01/2016 03:28:33 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,2131 71 STREET,71 STREET,21 AVENUE,BAY PARKWAY,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/01/2016 08:19:32 AM,The Police Department responded to the complaint and determined that police action was not necessary.,09/01/2016 03:28:33 AM,11 BROOKLYN,BROOKLYN,988033,161993,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61130894279118,-73.98637491794774,"(40.61130894279118, -73.98637491794774)"
34211967,09/01/2016 12:19:49 AM,09/01/2016 04:05:03 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11225,,,,,UNION STREET,CLASSON AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,09/01/2016 08:19:49 AM,The Police Department responded to the complaint and determined that police action was not necessary.,09/01/2016 04:05:03 AM,09 BROOKLYN,BROOKLYN,994885,183552,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.670478194523135,-73.96166235828056,"(40.670478194523135, -73.96166235828056)"
34212999,09/01/2016 12:20:27 AM,09/01/2016 01:58:51 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10027,3002 BROADWAY,BROADWAY,WEST 116 STREET,WEST 120 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,09/01/2016 08:20:27 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2016 01:58:51 AM,09 MANHATTAN,MANHATTAN,994449,234020,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80900078927538,-73.96315755751426,"(40.80900078927538, -73.96315755751426)"
34214166,09/01/2016 12:21:04 AM,09/01/2016 12:47:21 AM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10023,235 WEST 63 STREET,WEST 63 STREET,PEDESTRIAN PATH,WEST END AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,09/01/2016 08:21:04 AM,The Police Department responded to the complaint and took action to fix the condition.,09/01/2016 12:47:21 AM,07 MANHATTAN,MANHATTAN,987616,221189,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77378839670657,-73.98784723163601,"(40.77378839670657, -73.98784723163601)"
34214406,09/01/2016 12:21:21 AM,09/01/2016 06:02:06 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11413,220-02 135 AVENUE,135 AVENUE,220 STREET,220 PLACE,,,ADDRESS,SPRINGFIELD GARDENS,,Precinct,Closed,09/01/2016 08:21:21 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2016 06:02:07 AM,13 QUEENS,QUEENS,1053495,186226,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67755328034302,-73.75035494665852,"(40.67755328034302, -73.75035494665852)"
34213441,09/01/2016 12:21:59 AM,09/01/2016 04:19:54 AM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11238,,,,,UNDERHILL AVENUE,EASTERN PARKWAY,INTERSECTION,BROOKLYN,,Precinct,Closed,09/01/2016 08:21:59 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2016 04:19:54 AM,08 BROOKLYN,BROOKLYN,993280,184460,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.672972233472,-73.96744693490606,"(40.672972233472, -73.96744693490606)"
34225420,09/01/2016 12:22:00 AM,09/01/2016 12:24:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10031,513 WEST  135 STREET,WEST  135 STREET,AMSTERDAM AVE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,09/01/2016 12:24:00 AM,09 MANHATTAN,MANHATTAN,997301,237743,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.819215630339144,-73.95284787409446,"(40.819215630339144, -73.95284787409446)"
34215208,09/01/2016 12:22:00 AM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,314 100 ST E,100 ST E,1 AVE,2 AVE,,,ADDRESS,,,N/A,Assigned,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,09/01/2016 09:55:00 PM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34211102,09/01/2016 12:22:45 AM,,DOT,Department of Transportation,Street Condition,Pothole,,11223,2261 EAST    8 STREET,EAST    8 STREET,AVENUE V,GRAVESEND NECK ROAD,,,ADDRESS,BROOKLYN,,N/A,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,09/01/2016 12:22:45 AM,15 BROOKLYN,BROOKLYN,994691,155989,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.59482384199664,-73.96240434458852,"(40.59482384199664, -73.96240434458852)"
34211752,09/01/2016 12:23:00 AM,09/01/2016 10:20:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,1 AVE,100 ST E,INTERSECTION,,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,09/01/2016 10:20:00 PM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34224255,09/01/2016 12:24:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10039,,,,,WEST 155 STREET,FREDERICK DOUGLASS BOULEVARD,INTERSECTION,NEW YORK,,N/A,Open,,,,10 MANHATTAN,MANHATTAN,1001611,241370,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82916329411408,-73.93726683976101,"(40.82916329411408, -73.93726683976101)"
34216968,09/01/2016 12:24:00 AM,09/01/2016 09:33:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11362,,,,,57 AVENUE,255 STREET,INTERSECTION,Little Neck,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,09/01/2016 09:33:00 AM,11 QUEENS,QUEENS,1060234,217434,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76315601171262,-73.72570705681578,"(40.76315601171262, -73.72570705681578)"
